text,lang
راني متشوق باش نشوف التغييرات القادمة,darija_arabic
كنت كنقرأ بزاف باش نزيد نطور من نفسي,darija_arabic
راني كانشكر كل واحد ساعدني فهاد الطريق,darija_arabic
دير عقلك وكن متفائل راه الخير جاي,darija_arabic
راني باغي نشارك معاكم أفكاري وآرائي,darija_arabic
ما تخافش من الفشل راه جزء من طريق النجاح,darija_arabic
كنت نتمنى نلقى ناس يساعدوني فهاد المسار,darija_arabic
دير جهدك وربي معاك، راه النجاح قريب,darija_arabic
راني فرحان بزاف بالفرص اللي جاتني فهاد الفترة,darija_arabic
دير رايك بصراحة وما تخافش من ردود الفعل,darija_arabic
كنت كنتسنى تفاعل أكبر من الناس معانا,darija_arabic
راني متحمس بزاف للمشروع الجديد,darija_arabic
بغيت نكون قدوة حسنة لكل الناس اللي كيعرفوني,darija_arabic
دير كلشي بضمير وصدق وغادي توصل بعون الله,darija_arabic
راني كنشوف التطور اللي درناه وكنفتخر به,darija_arabic
واش راك داير فهاد الوقت؟ بغيت نسمع أخبارك,darija_arabic
راني كنت نتسنى فرصة باش نتكلم معاك,darija_arabic
دير مجهودك وما تخليش حاجة توقفك فحياتك,darija_arabic
راني متفائل بزاف بالمستقبل ديالنا,darija_arabic
بغيت نشارك معاكم بعض الأفكار الجديدة,darija_arabic
دير لايك وبارطاجي مع صحابك باش الناس كامل يستافدو,darija_arabic
راني كنقرأ بزاف باش نطور من مهاراتي,darija_arabic
راني باغي نشارك فهاد المشروع بكل طاقتي,darija_arabic
الحياة صعيبة ولكن بالإصرار نتجاوزوها,darija_arabic
دير عقلك وكون ديما متفائل وراضي,darija_arabic
راني كنشكر كل الناس اللي ساعدوني فطريقي,darija_arabic
كنت كنتسنى النجاح والصبر جاي مع الوقت,darija_arabic
دير رايك بصراحة وما تخافش من النقد,darija_arabic
راني فرحان بزاف بالحاجات اللي حققناها,darija_arabic
بغيت نسمع آرائكم فهاد النقاش باش نزيد نتعلم,darija_arabic
دير مجهودك وما تستسلمش لأي عقبة,darija_arabic
راني متشوق باش نشوف النتيجة النهائية,darija_arabic
كنت كنحاول نكون ديما إيجابي فكل الظروف,darija_arabic
راني متأكد بلي ربي معانا وغادي يفتح علينا,darija_arabic
دير لايك وشارك مع صحابك، النجاح للكل,darija_arabic
راني كنتمنى نكون قدوة حسنة للناس اللي حوالي,darija_arabic
راني كنحاول نتعلم من كل تجربة جديدة,darija_arabic
بغيت نشارك معاكم قصة ديالي باش نحمسكم,darija_arabic
دير جهدك وربّي يسهلك فطريقك,darija_arabic
راني متأكد أننا غادي نوصلو لأهدافنا إن شاء الله,darija_arabic
كنت كنتسنى تفاعل أكبر من الناس معانا فهاد المشروع,darija_arabic
راني باغي نطور مهاراتي ونزيد نتعلم,darija_arabic
دير عقلك وما تخليش الفشل يحبطك,darija_arabic
راني فرحان بزاف بالفرص الجديدة اللي جاتني,darija_arabic
دير كلشي بضمير وإخلاص وغادي توصل لأبعد مدى,darija_arabic
راني كنتمنى ليكم كاملين النجاح والتوفيق فحياتكم,darija_arabic
دير جهدك وما تخليش شي حاجة توقفك فالطريق,darija_arabic
راني متحمس بزاف نبدا فهاد المشروع الجديد,darija_arabic
كنت كنتسنى هاد الفرصة من زمان والحمد لله جات,darija_arabic
دير لايك وبارطاجي هاد الكلام مع صحابك,darija_arabic
راني باغي نطور من مهاراتي ونحقق أحلامي,darija_arabic
ما تنساش تكون ديما إيجابي وتتحدى الصعوبات,darija_arabic
راني كنشكر كل واحد وقف معايا فالمشوار ديالي,darija_arabic
دير عقلك وربّي يفتح عليك أبواب الخير,darija_arabic
راني كنتمنى نكون قدوة حسنة لكل الناس اللي كيعرفوني,darija_arabic
دير مجهود كبير وغادي توصل لأبعد مما كنت كتتوقع,darija_arabic
كنت كنتعلم كل يوم حاجة جديدة باش نطور من نفسي,darija_arabic
راني كنشوف التطور اللي درناه وكنفتخر به بزاف,darija_arabic
دير كلشي بضمير وصدق وغادي توصل بعون الله,darija_arabic
راني متأكد بلي كلشي ممكن بالنية والعمل الجاد,darija_arabic
راني باغي نشارك معاكم أفكاري وأحلامي المستقبلية,darija_arabic
دير جهدك وما تستسلمش لأي عقبة تواجهك,darija_arabic
راني فرحان بزاف بالنجاحات اللي حققناها مع بعض,darija_arabic
كنت كنتمنى نلقى ناس يساعدوني فهاد الطريق الطويل,darija_arabic
دير رايك بصراحة وما تخافش من ردود الفعل,darija_arabic
راني متشوق باش نشوف المشاريع الجديدة اللي غادي نبدأوها,darija_arabic
بغيت نشارك معاكم قصة ديالي باش نستافدوا كاملين,darija_arabic
دير عقلك وكون ديما متفائل باش تحقق أحلامك,darija_arabic
راني كنتمنى لكم كل النجاح فالمستقبل ديالكم,darija_arabic
دير لايك وبارطاجي هاد الكلام مع صحابك,darija_arabic
راني متأكد أن الله غادي يوفقنا فهاد المشروع الكبير,darija_arabic
كنت كنتسنى هاد الفرصة باش نبدا بداية جديدة,darija_arabic
دير جهدك وما تخليش شي حاجة توقفك فالحياة,darija_arabic
راني باغي نطور من نفسي ونحقق طموحاتي الكبيرة,darija_arabic
شكرا بزاف على الدعم ديالكم، الله يبارك فيكم كاملين,darija_arabic
"Bonjour, comment ça va ?",not_darija
I am going to the store.,not_darija
Quel est ton nom ?,not_darija
The weather is nice today.,not_darija
C'est une bonne idée !,not_darija
"Aujourd'hui, nous avons une réunion importante au bureau.",not_darija
I think the internet service is too slow here.,not_darija
C’est vraiment impressionnant ce que vous avez accompli.,not_darija
The customer service at Vodafone was very helpful.,not_darija
L'application de Mobilis ne fonctionne pas correctement.,not_darija
Please restart your device and try again.,not_darija
J’ai contacté SFR mais je n’ai toujours pas de réponse.,not_darija
They promised to call back within 24 hours.,not_darija
Le réseau Orange est stable dans cette région.,not_darija
He said he will come after lunch.,not_darija
Nous avons signalé le problème hier matin.,not_darija
Make sure your mobile data is turned on.,not_darija
La connexion a été interrompue plusieurs fois aujourd’hui.,not_darija
I couldn’t attend the meeting because of work.,not_darija
Le service client d’Ooredoo m’a répondu très vite.,not_darija
I’m waiting for their technician to arrive.,not_darija
Il a téléchargé l’application depuis le site officiel.,not_darija
I used the hotline to report the issue.,not_darija
Ce forfait est trop cher pour moi.,not_darija
Why is my balance decreasing without usage?,not_darija
Mon téléphone ne capte pas le signal ici.,not_darija
The update fixed many bugs in the app.,not_darija
Avez-vous vérifié les paramètres de votre routeur ?,not_darija
They sent a message saying the issue is solved.,not_darija
Je vais essayer une autre carte SIM.,not_darija
The plan includes unlimited data and calls.,not_darija
La vitesse de connexion est très faible ce soir.,not_darija
Il faut recharger votre compte pour continuer.,not_darija
Check your account balance in the app.,not_darija
Ce n’est pas la première fois que ça arrive.,not_darija
I logged in but couldn’t access my data.,not_darija
La qualité de l’appel est mauvaise depuis hier.,not_darija
They said they’ll offer compensation soon.,not_darija
L'agent m’a expliqué le problème en détail.,not_darija
Your request has been successfully processed.,not_darija
Le site est en maintenance pour le moment.,not_darija
I have submitted a complaint online.,not_darija
Ils ont promis une amélioration cette semaine.,not_darija
The issue seems to be resolved now.,not_darija
Merci de contacter notre service après-vente.,not_darija
أحتاج إلى إعادة شحن رصيدي قبل نهاية اليوم.,not_darija
Le forfait proposé est trop cher pour un étudiant.,not_darija
Please try to reset your modem and test again.,not_darija
La connexion a été interrompue sans raison apparente.,not_darija
I received a confirmation SMS but no credit was added.,not_darija
Le service client de Djezzy m’a donné un code erroné.,not_darija
لقد قمت بتثبيت التطبيق ولم يعمل التفعيل.,not_darija
The network coverage is poor in this area.,not_darija
Nous acceptons les paiements par carte bancaire ou mobile money.,not_darija
The technician arrived late and the issue was not fixed.,not_darija
قمت بإرسال شكوى ولم أتلقَ أي رد حتى الآن.,not_darija
My account balance is decreasing without any usage.,not_darija
Le réseau SFR est actuellement indisponible dans ma zone.,not_darija
He said his SIM card is blocked after the update.,not_darija
بالرغم من إعادة التشغيل، الخدمة لم تستأنف.,not_darija
I evaluated the speeds and found major differences between providers.,not_darija
Veuillez confirmer que vous utilisez la dernière version de l'app.,not_darija
Le lien indiqué dans le SMS était invalide.,not_darija
I successfully ported from Mobilis to Ooredoo last week.,not_darija
لقد حاولت إرسال رسالة متعددة الوسائط (MMS) ولم تصل.,not_darija
The app installation failed due to compatibility issues.,not_darija
Le forfait Internet proposé inclut uniquement les réseaux sociaux.,not_darija
I checked the FAQ but no solution was available.,not_darija
Merci d’entrer votre code pour confirmer l’activation.,not_darija
My refund request is being processed by the billing team.,not_darija
Je vous ai contacté par e-mail mais sans réponse.,not_darija
The subscription appears active but I'm still charged.,not_darija
الهاتف لا يتعرف على بطاقة SIM الجديدة.,not_darija
Check your data allowance in the dashboard section.,not_darija
Le premier mois est offert pour les nouveaux inscrits.,not_darija
I lost internet connection right after the registration.,not_darija
Le service d’assistance est fermé durant les weekends.,not_darija
I received a spam message claiming to be from the provider.,not_darija
لقد تم تفعيل العرض لكن لم يبدأ التأمين البنكي.,not_darija
English customer support is available only online.,not_darija
Une erreur est survenue lors de la mise à jour de l’application.,not_darija
Billing cycle starts from next month.,not_darija
الحساب لم يُفعل رغم إعادة التحقق من البريد الإلكتروني.,not_darija
The update improved the user interface significantly.,not_darija
J’ai reçu un e-mail de confirmation après l’inscription.,not_darija
I cancelled my data package but still see charges.,not_darija
Veuillez entrer votre mot de passe avant de continuer.,not_darija
You can track your payment history in Settings.,not_darija
Le forfait d’essai expire dans 3 jours.,not_darija
My phone shows 'SIM not provisioned'.,not_darija
لقد أدخلت الرقم الخاطئ في خانة التحقق.,not_darija
The temporary password will expire in 24 hours.,not_darija
L’application demande l’accès à votre localisation.,not_darija
Internet speed shows only 2 Mbps despite signal 4G.,not_darija
Il faut activer le roaming avant de partir à l’étranger.,not_darija
I modified my plan but the changes haven't been applied.,not_darija
Voulez‑vous réinitialiser votre code PIN actuellement ?,not_darija
Payment confirmation is pending since this morning.,not_darija
أرسلت رسالة نصية ولكن لم أصل منها بأي رد.,not_darija
لقد تم خصم الرصيد دون استخدام الإنترنت.,not_darija
Je n'arrive pas à accéder à mon espace client.,not_darija
Your subscription has been renewed automatically.,not_darija
يرجى التأكد من تفعيل إعدادات الإنترنت في الهاتف.,not_darija
Le site web est en maintenance jusqu'à demain.,not_darija
I'm trying to activate the SIM but it fails every time.,not_darija
تم إرسال الطلب وسيتم الرد خلال 48 ساعة.,not_darija
Nous ne pouvons pas traiter votre demande pour le moment.,not_darija
Please provide your ID number to proceed.,not_darija
أواجه مشكلة في تحميل التطبيق من المتجر.,not_darija
The support team will call you back shortly.,not_darija
L'interface utilisateur est intuitive et rapide.,not_darija
هل يمكنني استرجاع المبلغ المدفوع في حال الإلغاء؟,not_darija
The hotline is available 24/7 for technical issues.,not_darija
Je souhaite changer mon mot de passe.,not_darija
لقد قمت بالتسجيل ولكن لم تصلني رسالة التفعيل.,not_darija
You can update your preferences from the profile tab.,not_darija
Le réseau est instable pendant les heures de pointe.,not_darija
My messages are not being delivered to other users.,not_darija
تم التحقق من الرقم بنجاح.,not_darija
I’ve sent multiple emails but got no answer.,not_darija
L’application affiche un message d’erreur.,not_darija
يرجى إعادة تشغيل الهاتف بعد إدخال الشريحة.,not_darija
No signal appears even after changing location.,not_darija
Je suis déjà abonné à cette offre.,not_darija
The SMS confirmation took more than 10 minutes.,not_darija
تم رفض العملية لعدم كفاية الرصيد.,not_darija
You can use the live chat feature on our website.,not_darija
Le numéro que vous avez composé n’est pas attribué.,not_darija
لم أتمكن من استخدام البيانات أثناء التجوال.,not_darija
Please attach a screenshot for verification.,not_darija
Le mode nuit est activé automatiquement.,not_darija
My account was suspended due to inactivity.,not_darija
هل يمكنني طلب بطاقة SIM عبر الإنترنت؟,not_darija
The estimated delivery time is 3–5 business days.,not_darija
J’ai oublié mon identifiant de connexion.,not_darija
تم تحديث بياناتك بنجاح.,not_darija
I received duplicate SMS alerts for the same event.,not_darija
"Le paiement a échoué, veuillez réessayer.",not_darija
أرغب في إلغاء الاشتراك في الحزمة الحالية.,not_darija
You’ll receive a notification once it's activated.,not_darija
La page ne se charge pas correctement sur mon navigateur.,not_darija
I checked my data usage—it seems incorrect.,not_darija
تم إرسال رمز التحقق إلى بريدك الإلكتروني.,not_darija
Veuillez activer le Bluetooth pour partager la connexion.,not_darija
The app is currently not supported on this OS version.,not_darija
يرجى تحديث التطبيق للحصول على ميزات جديدة.,not_darija
Je ne comprends pas les frais supplémentaires.,not_darija
The system update improved call quality.,not_darija
تم تسجيل الشكوى وسيتم مراجعتها من قبل الفريق المختص.,not_darija
Please try another browser or clear your cache.,not_darija
L’offre promotionnelle est valable jusqu’au 31 août.,not_darija
لم أتمكن من إتمام عملية الدفع عبر التطبيق.,not_darija
The contact form requires all fields to be completed.,not_darija
Je ne trouve pas l’option de réinitialisation.,not_darija
تم تغيير كلمة المرور بنجاح.,not_darija
The message content violates our usage policy.,not_darija
La connexion VPN bloque certaines fonctionnalités.,not_darija
أحتاج إلى رمز التفعيل مرة أخرى لأن الأول انتهت صلاحيته.,not_darija
Your call may be recorded for training purposes.,not_darija
يرجى التواصل معنا عبر البريد الإلكتروني الرسمي.,not_darija
The invoice has been generated and sent.,not_darija
Je vais contacter le service technique immédiatement.,not_darija
تمت معالجة الطلب بنجاح.,not_darija
Our customer policy has recently been updated.,not_darija
Le réseau est revenu à la normale.,not_darija
لماذا لا أستطيع تفعيل الرمز المرسل عبر الرسائل النصية؟,not_darija
The app crashed after the last update.,not_darija
Votre demande est en cours de traitement.,not_darija
تم استقبال شكواك وسيتم الرد قريبًا.,not_darija
Please be advised that the hotline is currently busy.,not_darija
J’ai essayé de redémarrer plusieurs fois sans succès.,not_darija
تمت إعادة تعيين كلمة المرور.,not_darija
We value your feedback and strive to improve.,not_darija
Ce service nécessite une connexion Internet stable.,not_darija
يرجى الانتظار أثناء تحميل البيانات.,not_darija
The confirmation email might be in your spam folder.,not_darija
Je veux parler à un conseiller en direct.,not_darija
لقد وصلتني الفاتورة لكن المبلغ غير صحيح.,not_darija
Your request has been escalated to the higher team.,not_darija
L’erreur persiste malgré les tentatives de résolution.,not_darija
لم أتمكن من العثور على الإعدادات.,not_darija
Check your email for further instructions.,not_darija
Le serveur est momentanément indisponible.,not_darija
تم حذف الحساب بناءً على طلب المستخدم.,not_darija
The issue has been identified and fixed.,not_darija
Je n’ai reçu aucun message de confirmation.,not_darija
يرجى إلغاء الحظر عن رقمي.,not_darija
An update is required to continue using this feature.,not_darija
La facturation est faite à la fin du mois.,not_darija
تم تعطيل الحساب لأسباب أمنية.,not_darija
Please enter a valid email address.,not_darija
Nous avons bien reçu votre demande.,not_darija
لم أقم بالاشتراك ومع ذلك تم خصم الرصيد.,not_darija
The SIM card must be activated within 48 hours.,not_darija
Je souhaite transférer mon numéro vers un autre opérateur.,not_darija
تم الرد على استفسارك عبر البريد.,not_darija
The settings menu is located at the top right.,not_darija
Aucune donnée n’est disponible actuellement.,not_darija
يرجى تزويدنا بمزيد من التفاصيل حول المشكلة.,not_darija
Nous ne partageons pas vos informations personnelles.,not_darija
I've attached the invoice for reference.,not_darija
تم قفل الحساب بعد عدة محاولات فاشلة.,not_darija
Click the link below to verify your identity.,not_darija
Ce service est temporairement suspendu.,not_darija
يرجى اتباع الخطوات الموضحة في التطبيق.,not_darija
The maximum file size is 10MB.,not_darija
Nous vous remercions pour votre compréhension.,not_darija
يرجى تفعيل خاصية الموقع الجغرافي.,not_darija
The download speed is below the expected threshold.,not_darija
تم تحديث رقم الهاتف في النظام.,not_darija
La validation peut prendre jusqu’à 24 heures.,not_darija
This feature is not supported on your current plan.,not_darija
J’ai bien reçu votre réponse.,not_darija
لم يتم تفعيل العرض الترويجي حتى الآن.,not_darija
Use a different method of payment if the issue persists.,not_darija
Les données mobiles sont activées mais ne fonctionnent pas.,not_darija
تأكد من إدخال الرقم الصحيح.,not_darija
You have reached the daily usage limit.,not_darija
Nous avons mis à jour notre politique de confidentialité.,not_darija
يرجى إغلاق التطبيق ثم إعادة تشغيله.,not_darija
Je n’arrive pas à accéder à mon compte.,not_darija
يرجى مراجعة الشروط والأحكام قبل الاستمرار.,not_darija
We’ve updated our terms of service.,not_darija
Votre abonnement a expiré.,not_darija
تم توصيل الطلب إلى العنوان المحدد.,not_darija
Click here to reset your password.,not_darija
Je pense qu'il y a une erreur dans la facture.,not_darija
الرجاء عدم الرد على هذا البريد الإلكتروني.,not_darija
Your session has timed out.,not_darija
Nous travaillons actuellement sur une mise à jour.,not_darija
لقد نسيت كلمة المرور الخاصة بي.,not_darija
Ensure the device is connected to Wi-Fi.,not_darija
Nous allons analyser votre demande dans les plus brefs délais.,not_darija
يرجى العلم أن مواعيد العمل تنتهي الساعة 4 مساءً.,not_darija
The system will undergo maintenance tonight.,not_darija
Je suis en attente de votre réponse.,not_darija
يرجى إرفاق المستندات المطلوبة.,not_darija
Our office will be closed for the holiday.,not_darija
Merci pour votre patience.,not_darija
لا يمكن تنفيذ هذا الإجراء الآن.,not_darija
Je ne comprends pas pourquoi cela ne fonctionne pas.,not_darija
You must be logged in to access this feature.,not_darija
تم تنفيذ الطلب بنجاح.,not_darija
Please try again later.,not_darija
Je n'ai pas changé mon mot de passe récemment.,not_darija
يرجى إعادة المحاولة لاحقًا.,not_darija
The activation link is no longer valid.,not_darija
Nous vous contacterons dès que possible.,not_darija
البيانات المدخلة غير صحيحة.,not_darija
This item is currently out of stock.,not_darija
J’ai rencontré un problème lors de l’inscription.,not_darija
تمت مراجعة المعلومات المرسلة.,not_darija
Click the checkbox to accept the terms.,not_darija
Nous vous remercions pour votre fidélité.,not_darija
هل يمكنني استرجاع البيانات المحذوفة؟,not_darija
The request could not be completed.,not_darija
Ce lien est valable pour 24 heures uniquement.,not_darija
يرجى التأكد من تحديث التطبيق.,not_darija
"We’re sorry, something went wrong.",not_darija
Je ne peux pas accéder au menu principal.,not_darija
لقد تم استلام الطلب الخاص بك.,not_darija
Please contact our support team for assistance.,not_darija
Nous traitons actuellement un volume élevé de requêtes.,not_darija
تم إرسال الرمز بنجاح.,not_darija
Click here to continue.,not_darija
Je voudrais changer d’offre.,not_darija
تم تفعيل الخدمة بنجاح.,not_darija
"If you experience issues, contact customer care.",not_darija
Je n’ai pas reçu le code de vérification.,not_darija
يرجى الانتظار ريثما يتم التحميل.,not_darija
Your payment was successful.,not_darija
Les conditions de l’offre sont indiquées ci-dessous.,not_darija
تم تحديث المعلومات في قاعدة البيانات.,not_darija
Make sure your phone is charged.,not_darija
Nous avons besoin de plus de temps pour examiner cela.,not_darija
هذا الرقم غير متاح حالياً.,not_darija
Your subscription will renew automatically.,not_darija
Le problème a été signalé à l’équipe technique.,not_darija
يرجى تفعيل حسابك للمتابعة.,not_darija
We are processing your request.,not_darija
Votre numéro est déjà enregistré dans notre base de données.,not_darija
Nous avons bien reçu votre message.,not_darija
الرجاء إدخال البيانات بشكل صحيح.,not_darija
This field cannot be left empty.,not_darija
Votre demande est en cours de traitement.,not_darija
هل نسيت كلمة المرور؟,not_darija
Your feedback is important to us.,not_darija
Merci pour votre compréhension.,not_darija
تم تسجيل الخروج بنجاح.,not_darija
Check your email for confirmation.,not_darija
Je souhaite parler à un conseiller.,not_darija
لا يمكننا تلبية هذا الطلب حالياً.,not_darija
Please enter a valid phone number.,not_darija
Le code saisi est incorrect.,not_darija
سيتم التواصل معك قريباً.,not_darija
Your order has been confirmed.,not_darija
Nous avons détecté une activité inhabituelle.,not_darija
لم يتم العثور على النتائج المطلوبة.,not_darija
We apologize for the inconvenience.,not_darija
Votre colis est en route.,not_darija
يرجى تحديث الصفحة والمحاولة مرة أخرى.,not_darija
The server is currently unavailable.,not_darija
Je vous remercie pour votre aide.,not_darija
لم يتم قبول البطاقة المستخدمة.,not_darija
Try using a different browser.,not_darija
Nous n’avons pas accès à cette information.,not_darija
تم قفل الحساب مؤقتاً لأسباب أمنية.,not_darija
Veuillez contacter notre service client.,not_darija
Your password must contain at least 8 characters.,not_darija
Nous vous enverrons une notification une fois terminé.,not_darija
تأكد من الاتصال بالإنترنت.,not_darija
Je ne trouve pas la rubrique souhaitée.,not_darija
The page you are looking for does not exist.,not_darija
Merci pour votre retour.,not_darija
تم تأكيد الحجز بنجاح.,not_darija
Votre mot de passe a été changé.,not_darija
An error occurred while processing your request.,not_darija
يرجى تعبئة النموذج بالكامل.,not_darija
Le montant total est affiché ci-dessous.,not_darija
You have no new notifications.,not_darija
لم يتم التحقق من عنوان البريد الإلكتروني.,not_darija
Je souhaite annuler mon abonnement.,not_darija
Please update your billing information.,not_darija
تم إرسال الرسالة بنجاح.,not_darija
Nous vous remercions de votre intérêt.,not_darija
This coupon code has expired.,not_darija
لا يمكن الوصول إلى الخادم الآن.,not_darija
Votre session a expiré. Veuillez vous reconnecter.,not_darija
Make sure all fields are filled correctly.,not_darija
Veuillez choisir une autre option.,not_darija
تم إدخال البيانات بنجاح.,not_darija
You will receive a confirmation shortly.,not_darija
"Je suis désolé, je ne peux pas vous aider.",not_darija
الرجاء اختيار اللغة المفضلة.,not_darija
Veuillez patienter pendant le chargement.,not_darija
Your access has been restricted.,not_darija
تم استلام النموذج بنجاح.,not_darija
Nous allons vous envoyer un email de confirmation.,not_darija
You have successfully unsubscribed.,not_darija
تمت إضافة العنصر إلى السلة.,not_darija
Your download will begin shortly.,not_darija
Je suis en train de mettre à jour le système.,not_darija
Le formulaire a été envoyé avec succès.,not_darija
سيتم إعادة توجيهك بعد قليل.,not_darija
You must agree to the terms and conditions.,not_darija
Merci de compléter tous les champs requis.,not_darija
تم تحديث الملف الشخصي.,not_darija
Your card has been declined.,not_darija
La livraison est prévue pour demain.,not_darija
يرجى اختيار وقت مناسب للاتصال.,not_darija
Click here to learn more.,not_darija
Nous avons besoin de plus d'informations.,not_darija
يرجى مراجعة البريد الإلكتروني للتحقق.,not_darija
You have exceeded the maximum number of attempts.,not_darija
Votre compte est déjà actif.,not_darija
لم يتم حفظ التغييرات.,not_darija
Try again later.,not_darija
Ce service est temporairement indisponible.,not_darija
تم إلغاء العملية بطلب منك.,not_darija
You are now logged out.,not_darija
Veuillez remplir ce champ obligatoire.,not_darija
سيتم إرسال رمز التحقق.,not_darija
Your profile has been updated.,not_darija
Je souhaite recevoir la newsletter.,not_darija
انتهت صلاحية الجلسة.,not_darija
Please make sure your information is correct.,not_darija
Nous ne pouvons pas traiter votre demande pour le moment.,not_darija
يرجى الانتظار حتى يتم التحميل.,not_darija
This item is out of stock.,not_darija
Merci de votre patience.,not_darija
تم تسجيل طلبك بنجاح.,not_darija
You don’t have permission to access this page.,not_darija
Veuillez activer votre compte.,not_darija
لا يمكن حذف هذا العنصر حالياً.,not_darija
Nous vous contacterons dès que possible.,not_darija
Please check your connection.,not_darija
تم تغيير إعدادات الحساب.,not_darija
Your subscription has been renewed.,not_darija
Je n’ai pas reçu mon mot de passe.,not_darija
لا يوجد نتائج مطابقة.,not_darija
Nous n'avons pas pu vérifier votre identité.,not_darija
Please choose your country from the list.,not_darija
تم إنشاء الحساب بنجاح.,not_darija
You need to reset your password.,not_darija
Votre panier est vide.,not_darija
لا يمكن إرسال الرسالة حالياً.,not_darija
Make sure you entered a valid email address.,not_darija
Nous mettons à jour nos services.,not_darija
سيتم إشعارك عند توفر المنتج.,not_darija
This action cannot be undone.,not_darija
Merci de nous avoir contactés.,not_darija
يرجى إعادة المحاولة لاحقاً.,not_darija
Veuillez consulter les conditions générales.,not_darija
The username is already taken.,not_darija
تم إيقاف الحساب لأسباب أمنية.,not_darija
Click to see more options.,not_darija
Ce champ ne peut pas être vide.,not_darija
العملية اكتملت بنجاح.,not_darija
Your payment has been received.,not_darija
Je souhaite parler à un agent.,not_darija
لا يمكن إتمام العملية حالياً.,not_darija
Veuillez sélectionner une date valide.,not_darija
Your device is not supported.,not_darija
Merci de vérifier votre adresse de livraison.,not_darija
يرجى تحديث كلمة المرور الخاصة بك.,not_darija
The file has been uploaded successfully.,not_darija
Aucune donnée disponible pour le moment.,not_darija
تم إرسال إشعار بالبريد الإلكتروني.,not_darija
Your request is being processed.,not_darija
Le numéro de téléphone est invalide.,not_darija
يرجى الاتصال بخدمة العملاء.,not_darija
Please verify your phone number.,not_darija
"Votre session a expiré, veuillez vous reconnecter.",not_darija
تم إرسال رمز التأكيد.,not_darija
This link is no longer valid.,not_darija
Nous avons bien reçu votre demande.,not_darija
يرجى ملء جميع الحقول الإلزامية.,not_darija
Please enter a valid postal code.,not_darija
Votre commande a été annulée.,not_darija
تم قفل الحساب بعد عدة محاولات فاشلة.,not_darija
This field is required.,not_darija
Nous n'avons pas trouvé d'utilisateur avec cette adresse.,not_darija
يرجى التحقق من اتصال الإنترنت.,not_darija
Invalid email or password.,not_darija
Le site est en maintenance.,not_darija
تم تسجيل الخروج بنجاح.,not_darija
Vous pouvez changer votre mot de passe ici.,not_darija
يرجى المحاولة مرة أخرى لاحقاً.,not_darija
Account settings were updated.,not_darija
Nous avons détecté une activité suspecte.,not_darija
لا يمكن إكمال الطلب حالياً.,not_darija
The password does not meet the criteria.,not_darija
Un problème est survenu lors de la validation.,not_darija
تم إرسال الطلب بنجاح.,not_darija
You are not authorized to view this page.,not_darija
Votre message a été envoyé.,not_darija
لا توجد عناصر في سلة التسوق.,not_darija
Please contact the administrator.,not_darija
Ce produit n’est plus disponible.,not_darija
تم حذف العنصر بنجاح.,not_darija
Click below to continue.,not_darija
Le code promotionnel est invalide.,not_darija
يرجى إعادة المحاولة بعد قليل.,not_darija
The account has been suspended.,not_darija
Vos paramètres ont été enregistrés.,not_darija
تم إرسال رسالة التأكيد.,not_darija
Please upload a valid document.,not_darija
La mise à jour a échoué.,not_darija
لم يتم العثور على النتائج.,not_darija
Your login was successful.,not_darija
Veuillez entrer une date de naissance valide.,not_darija
تم إرسال التعليمات إلى بريدك الإلكتروني.,not_darija
This option is not available in your region.,not_darija
Nous avons bien reçu votre inscription.,not_darija
تمت إعادة تعيين كلمة المرور.,not_darija
Please check your input and try again.,not_darija
Votre profil a été modifié.,not_darija
الرجاء مراجعة الشروط والأحكام.,not_darija
Your session will expire in 5 minutes.,not_darija
Le fichier dépasse la taille autorisée.,not_darija
تم إغلاق الطلب بنجاح.,not_darija
Veuillez vérifier votre boîte de réception.,not_darija
Your account was successfully created.,not_darija
Aucune action supplémentaire n'est requise.,not_darija
يرجى عدم مشاركة معلوماتك الشخصية.,not_darija
Your password must contain at least one uppercase letter.,not_darija
Ce champ ne peut pas être vide.,not_darija
تم تحميل الصورة بنجاح.,not_darija
Please confirm your subscription.,not_darija
Une erreur s'est produite lors du traitement.,not_darija
تم تسجيل الدخول باستخدام البريد الإلكتروني.,not_darija
Check your spam folder if you can't find the email.,not_darija
Votre demande est en cours de traitement.,not_darija
العملية اكتملت بنجاح.,not_darija
This account has been deactivated.,not_darija
Le formulaire a été soumis avec succès.,not_darija
تم إنشاء الحساب الجديد.,not_darija
Enter your username and password to login.,not_darija
L'adresse email est déjà utilisée.,not_darija
يرجى تحديث التطبيق للحصول على الميزات الجديدة.,not_darija
Click here to reset your password.,not_darija
Nous vous remercions pour votre patience.,not_darija
لم يتم حفظ التغييرات.,not_darija
This action is not permitted.,not_darija
Votre navigateur n'est pas compatible.,not_darija
تم رفض العملية.,not_darija
Please make sure all fields are completed.,not_darija
Le document a été signé numériquement.,not_darija
تم التحقق من الحساب.,not_darija
Access denied. You don't have the right permissions.,not_darija
Une mise à jour est disponible.,not_darija
البيانات التي تم إدخالها غير صحيحة.,not_darija
Please wait while we load your content.,not_darija
Nous avons détecté un nouvel appareil.,not_darija
تم حظر الحساب مؤقتاً.,not_darija
Please provide a reason for your request.,not_darija
Le bouton ne fonctionne pas correctement.,not_darija
تم تغيير كلمة المرور بنجاح.,not_darija
Do not refresh the page while submitting.,not_darija
L’accès à cette page est restreint.,not_darija
